DUR,CENS,AGE,ED,WHITE,LOCRAT
399,0,32,18,1,2
224,0,21,12,1,3
421,1,23,14,1,3
119,0,25,13,0,4
124,1,23,12,0,6
350,0,20,12,1,4
910,0,23,16,1,3
77,0,29,12,1,2
189,0,21,11,1,2
1179,1,23,14,1,6
770,0,22,13,0,4
273,0,20,13,0,3
98,0,25,16,1,3
95,1,21,10,0,3
852,1,23,15,0,4
542,1,26,15,1,4
161,0,20,11,1,3
7,0,17,9,1,4
171,1,33,14,0,3
334,1,21,11,0,2
1155,1,22,14,1,3
7,0,29,13,1,3
307,1,29,16,0,2
70,0,20,11,0,3
252,0,24,12,0,3
322,0,28,10,1,4
154,0,20,12,1,6
1533,1,23,16,1,4
700,1,23,13,1,3
56,0,21,11,0,6
322,0,25,12,1,3
245,0,21,9,0,2
308,0,26,13,1,4
21,0,26,13,1,4
168,0,24,14,0,4
35,0,20,9,0,6
4,1,24,12,1,2
175,0,19,8,1,3
14,0,24,11,1,2
140,0,32,17,1,3
588,0,27,19,1,4
684,1,19,8,0,2
161,0,22,14,1,3
21,0,20,12,1,4
77,0,21,11,1,4
98,0,28,12,0,2
21,0,22,12,1,4
175,0,21,13,1,3
203,0,22,12,1,4
14,0,18,8,0,2
567,0,27,12,0,3
112,0,20,10,0,3
21,0,20,12,1,5
593,1,29,12,1,3
882,0,19,11,1,4
70,0,20,12,1,4
168,0,24,12,0,3
119,0,27,16,1,2
63,0,19,12,1,3
35,0,18,12,1,4
21,0,21,11,0,3
1078,0,19,11,0,3
140,0,21,12,1,3
301,0,22,12,1,4
63,0,23,12,0,4
105,0,23,12,1,4
742,0,21,11,1,4
175,0,20,12,0,2
70,0,19,12,0,6
343,0,27,13,1,3
261,1,25,11,0,2
546,0,28,13,1,3
77,0,20,12,1,6
431,1,27,18,1,3
12,1,28,12,1,2
439,1,21,9,0,2
21,0,19,12,0,4
24,1,22,10,0,4
287,0,21,12,0,3
84,0,18,11,1,3
7,0,24,12,0,2
42,0,17,10,0,2
1172,1,18,11,0,3
56,0,29,18,1,3
892,1,19,9,1,3
42,0,20,12,1,4
154,0,20,12,1,6
14,0,27,13,1,2
70,0,27,8,1,2
42,0,25,14,0,4
140,0,21,11,0,6
21,0,21,12,0,3
168,0,24,12,0,2
196,0,20,12,0,3
64,1,31,20,0,3
238,0,23,14,0,3
757,1,29,20,1,2
21,0,18,10,0,2
595,0,21,12,1,2
98,0,21,12,1,6
357,0,24,17,1,4
313,1,29,13,0,2
43,1,32,14,1,2
119,0,23,13,0,4
14,0,20,12,0,3
350,0,24,12,0,3
133,1,22,12,0,3
469,0,21,13,1,6
140,0,21,12,0,3
26,1,28,12,0,3
119,0,26,16,1,3
147,0,19,9,1,5
7,0,24,13,1,5
833,0,21,14,1,3
7,0,26,13,1,6
42,0,23,13,1,4
371,0,32,12,0,1
259,0,23,12,0,3
115,1,26,13,1,6
597,1,22,12,0,5
287,0,20,10,0,4
98,0,21,7,0,5
168,0,18,12,1,3
175,0,19,12,1,5
49,0,19,12,1,3
47,1,24,11,0,3
546,1,24,14,1,3
42,0,24,12,0,3
280,0,22,12,0,2
1344,0,26,13,1,3
142,1,23,12,0,2
311,1,21,12,1,5
35,0,18,8,0,3
7,0,19,11,0,3
21,0,19,12,0,3
126,0,22,12,1,6
56,0,28,14,0,3
121,1,22,11,1,2
493,1,23,9,1,6
21,0,17,8,1,2
155,1,24,12,1,6
119,0,19,12,1,3
938,0,20,12,0,2
623,1,21,12,1,3
1020,1,21,12,0,4
182,0,24,12,0,2
1183,0,28,20,0,3
224,0,19,10,1,3
708,1,24,15,0,5
128,1,23,12,1,3
39,1,23,12,1,4
183,1,23,12,0,3
91,0,21,12,1,6
198,1,29,12,1,2
422,1,34,16,1,2
25,1,21,11,1,6
371,0,21,12,0,2
41,1,29,14,0,2
708,1,19,10,0,5
336,0,29,16,1,4
413,0,30,20,1,1
189,0,26,15,1,4
6,1,27,12,0,3
35,0,22,12,1,4
644,0,20,12,0,4
420,0,22,13,0,3
1092,0,20,13,0,3
7,0,18,8,1,4
203,0,19,11,0,3
574,0,22,11,1,3
35,0,20,12,0,2
91,0,24,16,1,3
161,0,28,12,0,2
252,0,27,12,1,3
28,0,33,14,0,3
609,0,22,14,0,2
710,1,23,14,1,3
252,0,24,16,0,3
49,0,19,8,0,2
273,0,20,12,1,2
259,0,19,12,0,5
1241,1,20,12,1,3
63,0,20,12,0,3
7,0,28,16,1,2
490,0,20,10,1,3
273,0,32,19,1,2
175,0,22,12,1,5
413,0,21,12,1,5
133,0,24,16,1,1
70,0,20,10,0,2
280,1,20,12,0,6
546,0,20,12,0,3
1083,1,25,16,0,3
77,0,21,12,1,2
952,0,18,10,1,3
70,0,23,16,1,2
159,1,24,12,1,6
140,1,21,12,1,4
191,1,26,12,0,2
84,0,19,11,1,4
77,0,16,8,1,3
7,0,21,12,0,4
168,0,32,12,1,4
119,0,27,16,1,2
952,1,24,16,0,3
73,1,24,13,1,3
1026,1,20,12,1,2
379,1,26,16,1,2
315,0,31,14,0,4
413,0,20,12,0,5
133,0,24,12,0,2
196,0,23,11,0,3
126,0,20,12,0,4
90,1,25,13,0,3
27,1,28,14,1,3
322,0,25,12,1,5
112,0,19,10,0,4
112,0,22,12,0,2
658,0,26,12,0,2
70,0,22,12,1,3
35,0,21,12,1,4
1447,1,23,16,1,3
378,0,23,16,0,4
521,1,25,12,0,5
315,0,27,10,1,3
376,1,22,12,1,6
371,0,27,16,1,3
1449,1,23,15,0,4
238,0,20,11,0,5
7,0,28,14,1,4
42,0,20,11,1,3
56,0,19,12,0,2
196,0,18,12,1,4
140,0,21,11,1,3
1029,0,20,12,1,4
35,0,22,12,0,5
70,0,21,12,1,3
42,0,19,12,1,6
56,0,21,11,1,3
630,1,26,16,0,3
56,1,22,12,1,4
217,0,19,11,0,2
72,1,25,12,0,3
24,1,23,12,1,5
418,1,25,15,1,4
759,1,21,12,0,3
238,0,20,12,0,2
252,0,21,12,0,2
1029,1,19,12,1,4
35,0,26,12,0,4
217,0,22,12,1,2
28,0,20,12,0,5
7,0,19,11,0,6
546,1,21,11,1,3
84,0,20,12,1,3
56,0,19,12,0,4
21,0,24,12,0,3
231,0,24,12,0,5
1001,0,22,14,0,3
105,0,22,12,0,3
49,0,19,11,1,2
801,1,20,12,1,2
217,0,23,12,0,2
56,0,18,10,1,4
517,1,22,12,0,3
49,0,28,13,1,2
42,0,31,15,1,3
14,0,22,11,0,6
21,0,22,12,0,5
336,0,20,12,1,6
834,1,18,9,0,4
364,0,21,12,1,4
192,1,23,12,1,2
226,1,27,16,0,3
217,0,21,12,0,4
168,0,19,12,1,3
351,1,26,16,1,1
1447,1,20,13,1,4
22,1,32,13,0,3
213,1,22,12,1,3
639,1,21,12,1,3
259,0,20,12,1,4
252,0,20,12,1,4
252,0,25,13,0,4
42,0,20,12,1,3
613,1,27,15,0,2
552,1,20,10,0,4
35,1,23,12,1,2
358,1,33,20,1,2
161,0,23,16,1,3
287,0,24,16,1,2
525,0,21,12,0,4
490,1,23,12,1,3
308,0,22,12,0,5
27,1,26,12,1,2
84,0,25,15,0,3
126,0,22,12,0,4
763,1,25,13,1,2
15,1,24,12,0,3
736,1,21,12,0,4
901,1,23,13,0,3
14,0,25,16,1,3
802,1,26,16,1,3
14,0,21,12,1,3
663,1,29,14,0,2
98,0,28,12,0,2
70,0,21,14,1,3
91,0,20,12,1,6
49,0,17,9,1,2
84,0,20,11,0,5
140,0,24,12,1,6
5,1,25,14,0,3
42,0,21,12,1,5
42,0,25,12,0,2
350,0,20,11,1,4
217,0,21,13,1,4
21,0,18,7,0,2
822,1,20,12,0,2
21,0,22,12,0,5
824,1,20,12,1,3
42,0,22,9,0,4
89,1,24,12,1,3
98,0,19,12,0,6
574,0,33,14,0,3
161,0,23,12,1,3
28,0,20,9,0,6
274,1,22,12,1,6
595,0,19,12,0,4
14,0,22,14,0,3
1178,1,25,13,1,3
126,0,23,13,1,3
1275,1,29,18,1,2
105,0,27,15,1,4
133,0,19,8,0,3
28,0,17,10,0,2
9,1,25,10,0,3
133,0,26,12,0,2
602,0,21,12,0,4
315,0,19,12,1,4
380,1,22,12,1,5
140,0,26,12,1,3
455,0,17,8,0,3
96,1,23,11,1,2
217,1,23,12,1,3
407,1,24,16,1,3
140,0,23,12,0,2
350,0,26,15,1,5
6,1,30,16,1,2
84,0,27,14,0,2
343,0,19,12,0,3
192,1,23,12,1,4
28,0,22,12,0,6
238,0,24,13,1,3
168,0,19,12,0,3
1267,0,23,14,1,3
1078,0,24,15,1,2
112,0,22,12,1,2
215,1,27,15,1,3
35,0,20,12,1,3
196,0,19,11,1,2
42,0,18,9,1,2
427,0,19,12,0,4
483,0,30,17,1,3
98,0,21,13,0,2
266,0,24,12,0,4
196,0,20,12,1,4
693,0,19,12,1,3
256,1,26,15,1,3
427,0,19,12,0,3
21,0,22,12,1,6
7,0,22,12,1,5
49,0,22,12,0,3
647,1,19,9,0,4
35,0,23,15,1,5
126,0,20,12,0,4
147,0,20,12,0,3
98,0,19,7,1,4
63,0,19,12,0,4
266,0,22,12,1,3
448,0,21,11,1,6
344,1,27,14,0,4
91,0,19,12,1,3
423,1,26,14,1,6
119,0,21,12,1,4
35,0,19,12,0,3
1071,1,22,12,1,4
315,1,24,12,1,3
181,1,28,13,1,2
1189,1,18,10,0,2
549,1,20,10,1,3
56,0,22,12,1,6
77,0,18,12,1,5
14,0,21,12,1,3
651,0,20,12,1,3
343,0,21,12,0,3
7,0,19,12,0,6
21,0,24,14,1,4
875,0,23,14,0,2
248,1,22,12,1,3
63,0,22,12,0,3
28,0,20,10,1,3
21,0,29,13,1,3
42,0,22,12,0,6
273,0,20,12,1,3
364,0,23,13,0,3
196,0,19,10,0,2
98,0,24,9,0,3
42,0,31,17,0,2
35,0,22,11,1,3
67,1,22,12,1,3
56,0,18,8,1,3
35,0,20,12,1,3
140,0,19,11,1,3
308,0,21,12,1,4
145,1,26,13,1,3
197,1,26,16,1,2
63,0,21,10,1,4
28,0,27,18,0,2
609,0,19,8,1,4
336,0,27,12,1,2
98,0,19,8,0,2
1391,1,21,14,1,2
709,1,20,12,0,6
203,0,20,10,1,3
14,0,23,12,1,5
56,0,18,10,0,4
539,0,23,13,0,5
1003,1,19,12,1,3
1010,1,21,12,0,4
505,1,22,13,1,3
9,1,25,12,0,3
7,0,19,12,1,2
14,0,28,12,0,2
416,1,21,9,0,3
385,0,23,11,0,4
21,0,22,12,1,3
357,0,20,12,0,4
196,0,21,10,0,3
42,0,24,12,0,4
182,0,24,15,0,2
14,0,24,13,1,2
294,0,18,11,1,3
17,1,22,12,0,5
70,0,22,13,1,5
63,0,22,12,0,2
73,1,29,16,1,2
207,1,22,12,1,5
161,1,21,12,0,4
49,0,22,12,1,6
71,1,22,12,1,2
56,0,25,12,0,2
119,0,29,11,0,2
288,1,22,11,0,3
1122,1,20,12,1,3
231,0,20,12,1,2
1078,0,21,14,1,3
126,0,28,12,0,3
35,0,18,9,1,2
1400,1,28,20,0,4
189,0,24,12,0,2
532,0,24,12,0,3
336,0,19,11,0,4
210,0,20,8,0,2
196,1,26,16,1,4
126,0,21,12,1,2
522,1,24,15,1,5
49,0,21,12,1,3
110,1,22,12,1,3
371,0,31,19,1,3
602,0,18,12,0,3
84,0,22,12,1,3
357,0,22,12,0,2
1032,1,21,12,0,3
35,0,20,12,1,6
91,0,21,12,1,5
49,0,27,8,1,2
266,0,19,12,1,4
189,0,20,12,1,3
91,1,22,12,1,4
56,0,22,12,0,4
91,0,20,12,0,2
28,0,31,14,0,2
105,0,22,16,0,4
70,0,25,12,0,3
224,0,20,12,0,3
70,0,17,8,0,2
1181,1,19,9,0,3
112,0,19,12,0,2
182,0,20,10,0,2
662,1,22,12,0,3
1048,1,26,14,1,3
413,0,30,18,1,2
266,0,28,12,1,3
504,0,25,14,1,3
6,1,26,12,0,4
84,0,19,10,0,4
161,0,19,12,0,6
91,0,23,13,0,5
546,0,21,12,0,3
83,1,20,10,0,3
369,1,24,13,0,5
147,0,24,14,0,6
357,0,21,12,1,4
116,1,23,12,1,3
77,0,19,10,0,4
77,0,19,9,0,3
597,1,21,12,1,4
588,1,23,11,0,4
274,1,27,16,1,3
301,0,30,18,1,2
98,0,20,12,1,6
147,0,20,12,0,4
147,0,27,12,0,2
109,1,22,12,1,5
84,0,19,9,1,4
6,1,21,10,0,3
1428,1,23,14,1,4
77,0,19,12,1,4
469,0,22,12,1,3
238,0,21,12,0,5
1351,1,23,14,0,3
133,0,21,12,1,3
49,0,20,13,1,4
1244,1,19,12,0,3
126,0,19,11,1,2
532,0,19,11,1,2
795,1,26,16,0,4
700,0,23,13,0,4
140,0,20,12,1,2
35,0,31,14,1,3
42,0,20,12,1,3
21,0,21,10,1,3
1341,1,25,14,0,4
122,1,20,10,0,3
84,0,19,12,0,2
469,0,17,9,0,5
33,1,20,9,1,4
294,0,24,6,0,3
525,0,26,15,1,4
98,0,21,12,0,4
98,0,23,12,1,4
91,0,22,11,1,5
1157,1,21,12,0,3
189,0,24,13,0,3
28,0,26,16,1,3
49,0,21,12,0,3
245,0,24,12,0,6
14,0,31,20,0,3
182,0,23,12,1,5
140,0,19,8,1,4
301,0,24,14,0,6
224,0,22,11,0,3
98,0,24,12,1,6
350,0,18,9,1,3
322,0,20,12,1,3
709,1,24,14,0,3
161,0,19,10,1,3
1256,1,23,12,1,3
226,1,23,12,1,6
63,0,20,12,0,3
294,0,23,14,0,2
28,0,20,12,0,2
847,0,26,18,1,3
1272,1,20,12,0,3
420,0,26,12,0,2
322,0,20,10,1,2
406,0,19,12,1,3
154,0,22,11,0,4
665,1,22,12,0,3
77,0,20,12,0,2
49,0,19,12,1,4
294,0,25,13,1,4
807,1,31,15,0,2
42,0,21,12,1,3
42,0,20,11,0,4
812,0,34,12,0,1
57,1,24,12,0,2
336,0,24,16,1,3
182,0,24,16,1,3
672,0,18,8,0,3
819,0,27,17,1,2
406,0,23,12,0,5
245,0,22,15,1,2
686,1,21,13,0,4
14,0,32,15,1,3
86,1,33,14,1,2
590,1,21,12,0,3
1360,1,19,12,0,3
77,0,21,12,1,4
224,0,26,14,1,2
156,1,18,8,1,3
70,0,21,12,0,3
1528,1,22,14,1,3
147,0,19,12,1,4
714,0,21,13,1,2
357,0,18,11,1,2
336,0,21,12,1,5
126,0,19,10,0,3
441,0,21,12,1,4
392,0,21,12,0,2
87,1,22,10,1,4
91,0,18,9,1,4
1357,1,25,11,0,3
343,0,19,9,1,4
84,1,22,9,0,5
28,0,20,11,0,4
21,0,21,12,1,6
518,0,23,16,0,2
14,0,22,11,1,3
489,1,21,12,1,4
21,0,20,12,1,3
56,0,17,7,1,4
14,0,17,12,1,2
15,1,29,10,1,4
70,0,25,14,0,3
63,0,20,12,1,5
392,0,22,13,0,3
273,0,20,12,0,2
98,0,21,12,1,3
280,0,22,12,1,3
742,0,19,12,0,4
44,1,22,12,1,2
77,0,19,12,0,3
1075,1,21,12,1,6
294,0,26,16,1,5
189,0,18,10,1,5
1296,1,19,12,1,4
322,0,19,12,1,5
49,0,18,10,0,4
308,1,30,16,1,2
357,0,21,13,1,3
371,0,25,12,0,2
15,1,22,11,0,4
301,0,26,17,1,2
422,1,25,12,1,2
147,0,20,12,0,3
42,0,21,11,0,4
161,0,21,12,0,6
126,0,21,12,1,6
14,0,28,13,1,2
392,0,19,12,1,5
679,0,19,11,1,2
7,0,22,12,0,3
112,0,27,13,0,2
97,1,23,12,0,4
50,1,26,16,1,3
974,1,23,14,1,6
98,0,22,12,1,4
707,0,24,13,1,2
616,0,27,12,1,4
215,1,30,13,1,3
91,0,20,12,0,3
348,1,32,17,0,2
161,0,20,11,0,2
371,0,20,10,0,2
392,1,22,12,1,6
371,0,19,12,1,4
273,0,23,12,1,3
56,0,18,8,1,3
330,1,27,12,1,3
10,1,27,16,1,2
1107,1,25,12,0,2
140,0,29,14,1,3
214,1,29,19,1,4
42,0,18,7,1,4
252,0,22,12,1,5
56,0,21,10,0,4
175,0,20,12,1,3
1194,1,25,13,0,4
84,0,20,11,1,5
581,0,27,13,1,3
42,0,24,16,1,3
91,0,17,7,1,3
14,0,23,11,1,3
889,0,23,14,1,6
28,0,20,12,1,5
757,1,26,14,0,2
560,0,19,11,0,5
56,0,21,12,0,3
7,0,25,13,1,5
1097,1,25,14,1,3
287,0,27,12,0,4
14,0,20,12,1,2
833,0,20,12,1,5
35,0,26,12,1,2
35,0,19,12,1,2
203,0,22,12,0,2
49,0,24,12,0,3
437,1,26,16,1,2
1220,1,20,12,1,3
463,1,23,12,0,3
394,1,28,18,0,2
1111,1,27,13,0,2
42,0,20,12,1,4
372,1,26,16,1,2
788,1,23,13,1,3
21,0,19,12,0,3
133,0,22,12,1,3
161,0,21,12,1,4
84,0,23,13,1,2
217,0,21,12,1,5
497,0,32,15,1,2
105,0,30,14,1,2
14,0,24,12,0,3
618,1,24,14,1,5
21,0,19,9,0,2
70,0,28,13,0,4
84,0,22,12,0,3
986,1,21,13,1,4
497,0,31,18,0,2
7,0,21,12,0,5
336,0,20,12,0,4
224,0,21,12,0,4
161,0,23,12,1,3
982,1,20,11,1,3
56,0,20,12,1,3
231,0,20,11,1,3
28,0,31,14,0,4
7,0,27,13,1,2
7,0,19,12,0,3
126,0,18,11,0,3
462,0,19,11,0,2
161,0,21,9,1,3
231,0,23,12,0,5
128,1,23,12,0,3
744,1,26,16,1,2
1078,0,19,9,0,5
36,1,24,12,0,4
112,0,23,12,1,2
231,0,24,13,0,5
63,0,20,12,1,5
696,1,25,16,1,4
126,0,21,12,0,3
14,0,19,12,1,4
14,0,20,10,0,3
91,0,18,11,1,3
49,0,22,14,1,3
140,1,22,12,1,5
671,1,22,13,1,4
42,0,20,10,0,3
35,0,23,11,0,3
266,0,17,8,0,3
210,0,18,9,0,2
554,1,21,12,0,5
35,0,22,11,0,6
140,0,21,12,0,3
231,0,20,12,1,5
49,0,18,9,0,2
63,0,25,12,1,2
70,0,21,12,1,3
477,1,26,12,0,2
231,0,19,12,0,4
140,0,21,12,1,4
77,0,21,11,1,3
35,0,22,15,0,2
139,1,26,12,1,5
140,0,21,11,1,4
7,0,22,10,1,3
11,1,24,12,0,4
140,0,21,12,1,5
1207,1,19,12,1,3
112,0,18,8,1,5
42,0,20,12,1,4
105,1,22,12,1,3
105,0,23,8,1,3
35,0,22,11,1,3
105,0,21,12,0,3
492,1,27,16,1,3
63,0,23,11,1,2
427,0,18,11,1,2
695,1,21,12,1,6
301,0,21,12,1,3
126,0,26,12,0,4
273,0,21,12,1,2
196,0,18,8,0,2
119,0,24,11,1,4
617,1,23,12,0,4
1321,1,23,14,0,3
210,0,22,10,0,3
147,0,20,12,0,4
343,1,24,11,1,4
126,0,23,13,1,4
609,0,20,11,1,3
4,1,27,16,1,3
266,0,20,12,1,3
778,1,21,13,1,6
1372,0,26,19,1,2
707,0,29,14,1,2
14,0,23,13,0,6
56,1,21,12,1,3
77,0,18,10,0,2
49,0,32,11,0,3
294,0,22,11,0,3
469,0,30,20,1,3
647,1,21,12,1,4
1460,1,19,12,1,3
746,1,24,16,1,3
378,1,22,12,0,6
35,0,24,12,1,5
84,0,19,12,1,6
189,0,28,10,1,3
247,1,22,12,1,3
56,0,21,12,0,3
326,1,27,16,1,2
259,0,22,12,1,4
259,0,21,12,0,2
343,0,20,13,0,4
147,0,25,17,0,2
126,0,21,11,0,6
1543,1,21,12,1,4
35,0,30,14,1,3
77,0,21,11,1,4
7,0,23,13,0,4
623,0,21,12,1,4
1078,0,31,16,1,2
964,1,22,12,0,6
147,0,19,9,1,2
112,0,27,15,0,2
35,0,18,10,1,4
7,0,25,14,0,3
14,0,17,11,0,3
446,1,25,14,0,5
182,0,19,12,0,3
21,0,21,12,0,3
287,0,26,16,1,3
190,1,23,12,0,3
266,0,25,14,0,1
105,0,19,10,1,3
31,1,23,12,1,3
1162,0,19,12,1,2
8,1,31,20,1,2
35,0,22,9,1,4
203,0,19,11,0,3
154,0,25,14,1,3
14,0,21,11,0,4
14,0,19,9,1,4
224,0,21,12,0,3
210,0,21,11,0,3
14,0,22,14,1,6
98,0,19,11,0,6
987,1,17,10,0,3
42,0,21,10,0,4
235,1,27,12,0,3
14,0,19,8,0,3
1185,1,21,12,1,3
90,1,27,12,0,2
140,0,19,11,0,4
28,0,22,11,1,3
272,1,22,12,1,3
347,1,25,13,0,3
385,0,24,15,1,4
154,0,21,12,0,3
87,1,24,12,1,2
84,0,23,12,0,4
147,0,19,12,0,3
519,1,30,16,1,2
56,0,21,12,0,5
861,0,22,14,1,3
826,0,19,12,1,3
21,0,22,12,0,3
1153,1,19,12,0,3
483,0,23,16,1,2
846,1,19,10,0,2
91,0,21,12,0,3
7,0,23,12,0,6
1009,1,19,11,1,2
35,0,19,10,0,2
147,0,26,16,1,3
21,0,23,12,1,5
42,0,24,15,0,5
189,0,21,11,0,3
140,0,19,11,0,5
119,0,21,12,0,3
84,0,18,11,0,3
154,0,23,13,1,3
122,1,24,12,1,5
33,1,26,11,0,2
344,1,23,13,0,3
504,0,18,12,0,5
28,0,19,8,0,3
399,1,27,16,1,1
1349,1,18,12,0,3
7,0,22,12,0,3
1426,1,23,13,0,6
224,0,21,12,1,6
210,0,31,16,1,1
709,1,32,16,1,1
42,0,20,10,0,3
1050,0,28,16,0,4
133,0,23,13,0,6
742,0,20,11,0,2
196,0,22,12,0,3
84,0,26,13,1,3
63,0,21,13,1,6
98,0,21,12,1,6
1379,0,23,16,1,4
182,0,26,14,0,4
394,1,22,12,0,3
128,1,30,12,0,2
455,0,18,9,0,4
266,0,20,12,0,4
84,0,20,11,0,5
56,0,21,13,1,6
350,0,22,16,0,3
91,0,18,10,0,2
161,0,23,13,0,5
672,0,23,14,0,2
63,0,20,12,0,5
973,0,22,13,0,3
105,0,21,12,1,3
70,0,20,12,1,2
386,1,26,11,1,5
77,0,22,12,0,3
119,0,23,14,0,5
316,1,21,11,0,4
378,0,19,12,1,5
49,0,21,12,0,2
7,0,18,11,0,3
70,0,20,9,1,6
175,0,19,12,1,3
350,0,25,11,1,6
273,0,24,12,0,4
14,0,20,12,1,2
532,0,21,12,1,6
126,0,21,10,0,3
63,0,20,11,0,6
35,0,25,16,1,3
35,0,24,11,0,5
224,0,17,8,1,3
392,0,19,10,0,4
245,0,25,13,0,4
273,0,27,12,1,3
231,0,22,13,0,3
238,0,25,12,0,4
189,0,22,12,0,6
364,0,21,12,1,3
322,0,20,12,1,4
490,0,21,13,0,3
21,0,23,16,1,3
42,0,31,14,1,3
7,0,19,10,0,2
35,0,19,12,1,5
112,0,19,10,0,3
182,0,17,9,1,2
179,1,22,11,1,3
42,0,20,13,0,4
8,1,21,12,0,3
504,0,25,16,1,3
380,1,23,12,1,3
21,0,25,14,0,3
98,0,21,12,0,3
175,0,20,12,0,3
105,0,19,10,1,3
56,0,28,13,0,2
1078,1,24,12,0,2